id,liste,region,nuance,candidat,voix_tour_1,contient_nom_candidat,!,Action,Alliance,Anticapitaliste,Centre,Changement,Conduite,Construire,Demain,Droite,Ecologie,Ensemble,Europe,Force,France,Front,Gauche,Independant,Juste,Lutte,Moderne,National,Nouveau,Oser,Ouvriere,PC,Progres,PS,Rassemblement,Solidaire,Soutenue,Tete,Tous,UMP,Union,Extreme
"AVEC LA GAUCHE RASSEMBLEE POUR LA PICARDIE (TETE DE LISTE PS, LISTE PS, MOUVEMENT UNITAIRE PROGRESSISTE - EX PC)///PICARDIE","AVEC LA GAUCHE RASSEMBLEE POUR LA PICARDIE (TETE DE LISTE PS, LISTE PS, MOUVEMENT UNITAIRE PROGRESSISTE - EX PC)",PICARDIE,SOC-autreG,GEWERC,153042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0
AVENIR MEILLEUR POUR LA POPULATION DE LA REUNION DANS LA FRANCE ET L'EUROPE///REUNION,AVENIR MEILLEUR POUR LA POPULATION DE LA REUNION DANS LA FRANCE ET L'EUROPE,REUNION,DIV,RAMASSAMY,14014,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BRETAGNE AU CENTRE///BRETAGNE,BRETAGNE AU CENTRE,BRETAGNE,MODEM,JONCOUR,58841,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRETAGNE LE PEN 2010 (FRONT NATIONAL)///BRETAGNE,BRETAGNE LE PEN 2010 (FRONT NATIONAL),BRETAGNE,FN,FELIX,67870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRETAGNE PHARE DU NOUVEAU MONDE///BRETAGNE,BRETAGNE PHARE DU NOUVEAU MONDE,BRETAGNE,DIV,NOURY,9907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"BRIGITTE BAREGES OSONS MIDI-PYRENEES (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, MOUVEMENT POUR LA FRANCE, CPNT)///MIDI-PYRENEES","BRIGITTE BAREGES OSONS MIDI-PYRENEES (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, MOUVEMENT POUR LA FRANCE, CPNT)",MIDI-PYRENEES,UMP,BAREGES,220624,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
"CHANGER EN LANGUEDOC-ROUSSILLON (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE)///LANGUEDOC-ROUSSILLON","CHANGER EN LANGUEDOC-ROUSSILLON (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE)",LANGUEDOC-ROUSSILLON,UMP,COUDERC,174513,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
"CHANGER POUR MIEUX VIVRE EN ILE-DE-FRANCE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, CNI)///ILE-DE-FRANCE","CHANGER POUR MIEUX VIVRE EN ILE-DE-FRANCE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, CNI)",ILE-DE-FRANCE,UMP,PECRESSE,797265,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
"COLERE ET ESPOIR (TETE DE LISTE PC DISSIDENT, LISTE PC DISSIDENT, AUTRE GAUCHE)///PICARDIE","COLERE ET ESPOIR (TETE DE LISTE PC DISSIDENT, LISTE PC DISSIDENT, AUTRE GAUCHE)",PICARDIE,COM,GREMETZ,35643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"COMBAT OUVRIER (TETE DE LISTE EXTREME-GAUCHE, LISTE DIVERS EXTREME-GAUCHE)///GUADELOUPE","COMBAT OUVRIER (TETE DE LISTE EXTREME-GAUCHE, LISTE DIVERS EXTREME-GAUCHE)",GUADELOUPE,EXG,NOMERTIN,3911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"COMBAT OUVRIER (TETE DE LISTE PARTI DE GAUCHE, LISTE PARTI DE GAUCHE ET DIVERS GAUCHE)///MARTINIQUE","COMBAT OUVRIER (TETE DE LISTE PARTI DE GAUCHE, LISTE PARTI DE GAUCHE ET DIVERS GAUCHE)",MARTINIQUE,EXG,JOACHIM-ARNAUD,3507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CONSTRUISONS LA GUYANE///GUYANE,CONSTRUISONS LA GUYANE,GUYANE,DVG,PREVOT MADERE,2225,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CORSICA LIBERA (TETE DE LISTE REGIONALISTE, LISTE DIVERS REGIONALISTES)///CORSE","CORSICA LIBERA (TETE DE LISTE REGIONALISTE, LISTE DIVERS REGIONALISTES)",CORSE,DIV,TALAMONI,12236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"CROIRE EN NOUS MEME (TETE DE LISTE DIVERS GAUCHE, LISTE DIVERS GAUCHE, ASSOCIATIFS)///MARTINIQUE","CROIRE EN NOUS MEME (TETE DE LISTE DIVERS GAUCHE, LISTE DIVERS GAUCHE, ASSOCIATIFS)",MARTINIQUE,DVG,SAMOT,5131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"DANIEL POUNY.COM CONDUITE PAR DANIEL POUNY (TETE DE LISTE DIVERS, LISTE DIVERS)///REUNION","DANIEL POUNY.COM CONDUITE PAR DANIEL POUNY (TETE DE LISTE DIVERS, LISTE DIVERS)",REUNION,DIV,POUNY,223,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DEBOUT LA LORRAINE///LORRAINE,DEBOUT LA LORRAINE,LORRAINE,DVD,ANDRE,14243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEBOUT LA NORMANDIE///HAUTE-NORMANDIE,DEBOUT LA NORMANDIE,HAUTE-NORMANDIE,DVD,BRIERE,9726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEMAIN LA CORSE FORZA CORSICA///CORSE,DEMAIN LA CORSE FORZA CORSICA,CORSE,DIV,BATTINI,599,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEUX ANS : UN MARATHON POUR BATIR (TETE DE LISTE PARTI RADICAL DE GAUCHE, LISTE PRG, AUTRE GAUCHE)///GUYANE","DEUX ANS : UN MARATHON POUR BATIR (TETE DE LISTE PARTI RADICAL DE GAUCHE, LISTE PRG, AUTRE GAUCHE)",GUYANE,PRG,TAUBIRA,6916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ECOLOGIE SOCIALE, SOLIDAIRE ET DECROISSANTE///ALSACE","ECOLOGIE SOCIALE, SOLIDAIRE ET DECROISSANTE",ALSACE,ECO,SANTIAGO,7978,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ECOLOGIE SOLIDAIRE EN FRANCHE-COMTE (TETE DE LISTE ECOLOGISTE, LISTE DIVERS ECOLOGISTES)///FRANCHE-COMTE","ECOLOGIE SOLIDAIRE EN FRANCHE-COMTE (TETE DE LISTE ECOLOGISTE, LISTE DIVERS ECOLOGISTES)",FRANCHE-COMTE,ECO,BUCHOT,4471,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
EMERGENCE///ILE-DE-FRANCE,EMERGENCE,ILE-DE-FRANCE,DIV,KANOUTE,10368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSEMBLE POUR DES REGIONS A GAUCHE SOLIDAIRES, ECOLOGIQUES ET CITOYENNES, PRESENTEE PAR LE FRONT DE GAUCHE (PARTI COMMUNISTE FRANCAIS, PARTI DE GAUCHE, GAUCHE UNITAIRE), ET LES ALTERNATIFS, ALTERNATIVE CITOYENNE, LE MOUVEMENT POLITIQUE D'EDUCATION POPULA (TETE DE LISTE PC, LISTE PARTI DE GAUCHE, PC, GAUCHE UNITAIRE)///ILE-DE-FRANCE","ENSEMBLE POUR DES REGIONS A GAUCHE SOLIDAIRES, ECOLOGIQUES ET CITOYENNES, PRESENTEE PAR LE FRONT DE GAUCHE (PARTI COMMUNISTE FRANCAIS, PARTI DE GAUCHE, GAUCHE UNITAIRE), ET LES ALTERNATIFS, ALTERNATIVE CITOYENNE, LE MOUVEMENT POLITIQUE D'EDUCATION POPULA (TETE DE LISTE PC, LISTE PARTI DE GAUCHE, PC, GAUCHE UNITAIRE)",ILE-DE-FRANCE,COM,LAURENT,188085,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"ENSEMBLE POUR DES REGIONS A GAUCHE, SOLIDAIRES, ECOLOGISTES ET CITOYENNES PRESENTEE PAR LE FRONT DE GAUCHE, PARTI COMMUNISTE, PARTI DE GAUCHE, GAUCHE UNITAIRE ET ALTERNATIFS, M'PEP, PCOF. (TETE DE LISTE PARTI DE GAUCHE, LISTE PARTI DE GAUCHE, PC, GAUCHE UNITAIRE)///RHONE-ALPES","ENSEMBLE POUR DES REGIONS A GAUCHE, SOLIDAIRES, ECOLOGISTES ET CITOYENNES PRESENTEE PAR LE FRONT DE GAUCHE, PARTI COMMUNISTE, PARTI DE GAUCHE, GAUCHE UNITAIRE ET ALTERNATIFS, M'PEP, PCOF. (TETE DE LISTE PARTI DE GAUCHE, LISTE PARTI DE GAUCHE, PC, GAUCHE UNITAIRE)",RHONE-ALPES,COM,MARTIN,107768,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"ENSEMBLE POUR LA GUADELOUPE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE)///GUADELOUPE","ENSEMBLE POUR LA GUADELOUPE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE)",GUADELOUPE,UMP,ALDO,19405,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
"ENSEMBLE POUR UN POITOU-CHARENTES A GAUCHE, SOLIDAIRE, ECOLOGIQUE ET CITOYEN PRESENTEE PAR LE FRONT DE GAUCHE (PCF/PG/GU), REPUBLIQUE ET SOCIALISME ET M'PEP (TETE DE LISTE PARTI DE GAUCHE, LISTE PARTI DE GAUCHE, PC, DIVERS ECOLOGISTES)///POITOU-CHARENTES","ENSEMBLE POUR UN POITOU-CHARENTES A GAUCHE, SOLIDAIRE, ECOLOGIQUE ET CITOYEN PRESENTEE PAR LE FRONT DE GAUCHE (PCF/PG/GU), REPUBLIQUE ET SOCIALISME ET M'PEP (TETE DE LISTE PARTI DE GAUCHE, LISTE PARTI DE GAUCHE, PC, DIVERS ECOLOGISTES)",POITOU-CHARENTES,COM,JEAN,28803,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"ENSEMBLE POUR UNE ALSACE A GAUCHE, SOLIDAIRE, ECOLOGIQUE ET CITOYENNE (TETE DE LISTE PC, LISTE PC, PARTI DE GAUCHE)///ALSACE","ENSEMBLE POUR UNE ALSACE A GAUCHE, SOLIDAIRE, ECOLOGIQUE ET CITOYENNE (TETE DE LISTE PC, LISTE PC, PARTI DE GAUCHE)",ALSACE,COM,CAUSER,9695,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"ENSEMBLE POUR UNE BRETAGNE A GAUCHE SOLIDAIRE ECOLOGIQUE ET CITOYENNE (TETE DE LISTE PC, LISTE FRONT DE GAUCHE)///BRETAGNE","ENSEMBLE POUR UNE BRETAGNE A GAUCHE SOLIDAIRE ECOLOGIQUE ET CITOYENNE (TETE DE LISTE PC, LISTE FRONT DE GAUCHE)",BRETAGNE,COM,PERRON,37112,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"ENSEMBLE POUR UNE MARTINIQUE NOUVELLE (TETE DE LISTE DIVERS GAUCHE, LISTE DIVERS GAUCHE, ASSOCIATIFS)///MARTINIQUE","ENSEMBLE POUR UNE MARTINIQUE NOUVELLE (TETE DE LISTE DIVERS GAUCHE, LISTE DIVERS GAUCHE, ASSOCIATIFS)",MARTINIQUE,DVG,LETCHIMY,51796,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSEMBLE POUR UNE PICARDIE A GAUCHE, SOLIDAIRE, ECOLOGIQUE ET CITOYENNE, LISTE PRESENTEE PAR LE FRONT DE GAUCHE (PARTI COMMUNISTE FRANCAIS, PARTI DE GAUCHE, GAUCHE UNITAIRE) ET DES ACTEURS DU MOUVEMENT SOCIAL ET CITOYEN (TETE DE LISTE PARTI DE GAUCHE, LISTE PC, PARTI DE GAUCHE ET DIVERS GAUCHE)///PICARDIE","ENSEMBLE POUR UNE PICARDIE A GAUCHE, SOLIDAIRE, ECOLOGIQUE ET CITOYENNE, LISTE PRESENTEE PAR LE FRONT DE GAUCHE (PARTI COMMUNISTE FRANCAIS, PARTI DE GAUCHE, GAUCHE UNITAIRE) ET DES ACTEURS DU MOUVEMENT SOCIAL ET CITOYEN (TETE DE LISTE PARTI DE GAUCHE, LISTE PC, PARTI DE GAUCHE ET DIVERS GAUCHE)",PICARDIE,COM,AURY,30721,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"ENSEMBLE POUR UNE REGION A GAUCHE, SOLIDAIRE, ECOLOGIQUE ET CITOYENNE (TETE DE LISTE PARTI DE GAUCHE, LISTE PARTI DE GAUCHE, PC)///MIDI-PYRENEES","ENSEMBLE POUR UNE REGION A GAUCHE, SOLIDAIRE, ECOLOGIQUE ET CITOYENNE (TETE DE LISTE PARTI DE GAUCHE, LISTE PARTI DE GAUCHE, PC)",MIDI-PYRENEES,COM,PICQUET,70077,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"ENSEMBLE POUR UNE REGION A GAUCHE, SOLIDAIRE, ECOLOGIQUE ET CITOYENNE PRESENTEE PAR LE FRONT DE GAUCHE. (TETE DE LISTE PC, LISTE PC, PARTI DE GAUCHE)///FRANCHE-COMTE","ENSEMBLE POUR UNE REGION A GAUCHE, SOLIDAIRE, ECOLOGIQUE ET CITOYENNE PRESENTEE PAR LE FRONT DE GAUCHE. (TETE DE LISTE PC, LISTE PC, PARTI DE GAUCHE)",FRANCHE-COMTE,COM,TERNANT,16171,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"ENSEMBLE, DESSINONS LA BRETAGNE - LISTE DE LA MAJORITE PRESIDENTIELLE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE)///BRETAGNE","ENSEMBLE, DESSINONS LA BRETAGNE - LISTE DE LA MAJORITE PRESIDENTIELLE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE)",BRETAGNE,UMP,MALGORN,260645,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
"ENSEMBLE, L'AQUITAINE AVANCE (TETE DE LISTE PS, LISTE PS, DIVERS GAUCHE)///AQUITAINE","ENSEMBLE, L'AQUITAINE AVANCE (TETE DE LISTE PS, LISTE PS, DIVERS GAUCHE)",AQUITAINE,SOC,ROUSSET,406871,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"ENVIE DE PICARDIE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, MOUVEMENT POUR LA FRANCE, CPNT)///PICARDIE","ENVIE DE PICARDIE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, MOUVEMENT POUR LA FRANCE, CPNT)",PICARDIE,UMP,CAYEUX,149005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
EUROPE ECOLOGIE - HAUTE-NORMANDIE///HAUTE-NORMANDIE,EUROPE ECOLOGIE - HAUTE-NORMANDIE,HAUTE-NORMANDIE,ECO,TALEB,52164,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EUROPE ECOLOGIE ALSACE, LISTE DE RASSEMBLEMENT DES ECOLOGISTES SOUTENUE PAR LES VERTS, REGIONS ET PEUPLES SOLIDAIRES ET LE MOUVEMENT ECOLOGISTE INDEPENDANT///ALSACE","EUROPE ECOLOGIE ALSACE, LISTE DE RASSEMBLEMENT DES ECOLOGISTES SOUTENUE PAR LES VERTS, REGIONS ET PEUPLES SOLIDAIRES ET LE MOUVEMENT ECOLOGISTE INDEPENDANT",ALSACE,ECO,FERNIQUE,81116,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
EUROPE ECOLOGIE BASSE-NORMANDIE///BASSE-NORMANDIE,EUROPE ECOLOGIE BASSE-NORMANDIE,BASSE-NORMANDIE,ECO,DUFOUR,57879,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EUROPE ECOLOGIE BOURGOGNE, AVEC DANY COHN-BENDIT, EVA JOLY, JOSE BOVE///BOURGOGNE","EUROPE ECOLOGIE BOURGOGNE, AVEC DANY COHN-BENDIT, EVA JOLY, JOSE BOVE",BOURGOGNE,ECO,HERVIEU,50757,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EUROPE ECOLOGIE BRETAGNE///BRETAGNE,EUROPE ECOLOGIE BRETAGNE,BRETAGNE,ECO,HASCOET,134112,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EUROPE ECOLOGIE CHAMPAGNE-ARDENNE AVEC DANIEL COHN-BENDIT, EVA JOLY, JOSE BOVE///CHAMPAGNE-ARDENNE","EUROPE ECOLOGIE CHAMPAGNE-ARDENNE AVEC DANIEL COHN-BENDIT, EVA JOLY, JOSE BOVE",CHAMPAGNE-ARDENNE,ECO,LOISELET,32161,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EUROPE ECOLOGIE FRANCHE-COMTE///FRANCHE-COMTE,EUROPE ECOLOGIE FRANCHE-COMTE,FRANCHE-COMTE,ECO,FOUSSERET,37333,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EUROPE ECOLOGIE LA REUNION CONDUITE PAR M. VINCENT DEFAUD///REUNION,EUROPE ECOLOGIE LA REUNION CONDUITE PAR M. VINCENT DEFAUD,REUNION,ECO,DEFAUD,11685,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
EUROPE ECOLOGIE LANGUEDOC ROUSSILLON AVEC DANIEL COHN-BENDIT EVA JOLY JOSE BOVE///LANGUEDOC-ROUSSILLON,EUROPE ECOLOGIE LANGUEDOC ROUSSILLON AVEC DANIEL COHN-BENDIT EVA JOLY JOSE BOVE,LANGUEDOC-ROUSSILLON,ECO,ROUMEGAS,81119,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EUROPE ECOLOGIE LORRAINE, UNE ENERGIE NOUVELLE POUR LA LORRAINE///LORRAINE","EUROPE ECOLOGIE LORRAINE, UNE ENERGIE NOUVELLE POUR LA LORRAINE",LORRAINE,ECO,BEGUIN,60559,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EUROPE ECOLOGIE MIDI-PYRENEES LISTE PRESENTEE PAR EUROPE ECOLOGIE, LES VERTS, LE PARTIT OCCITAN, LE MOUVEMENT ECOLOGISTE INDEPENDANT SOUTENUE PAR JOSE BOVE, EVA JOLY, DANY COHN-BENDIT, CECILE DUFLOT///MIDI-PYRENEES","EUROPE ECOLOGIE MIDI-PYRENEES LISTE PRESENTEE PAR EUROPE ECOLOGIE, LES VERTS, LE PARTIT OCCITAN, LE MOUVEMENT ECOLOGISTE INDEPENDANT SOUTENUE PAR JOSE BOVE, EVA JOLY, DANY COHN-BENDIT, CECILE DUFLOT",MIDI-PYRENEES,ECO,ONESTA,136543,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"EUROPE ECOLOGIE NORD PAS DE CALAIS AVEC LE SOUTIEN DES VERTS, DU MOUVEMENT ECOLOGISTE INDEPENDANT ET DU RASSEMBLEMENT CITOYEN///NORD-PAS-DE-CALAIS","EUROPE ECOLOGIE NORD PAS DE CALAIS AVEC LE SOUTIEN DES VERTS, DU MOUVEMENT ECOLOGISTE INDEPENDANT ET DU RASSEMBLEMENT CITOYEN",NORD-PAS-DE-CALAIS,ECO,CARON,124153,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
EUROPE ECOLOGIE PAYS DE LA LOIRE///PAYS DE LA LOIRE,EUROPE ECOLOGIE PAYS DE LA LOIRE,PAYS DE LA LOIRE,ECO,MAGNEN,160830,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EUROPE ECOLOGIE PICARDIE///PICARDIE,EUROPE ECOLOGIE PICARDIE,PICARDIE,ECO,PORQUIER,57343,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EUROPE ECOLOGIE POITOU-CHARENTES///POITOU-CHARENTES,EUROPE ECOLOGIE POITOU-CHARENTES,POITOU-CHARENTES,ECO,COUTANT,73650,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EUROPE ECOLOGIE PROVENCE ALPES COTE D'AZUR///PROVENCE-ALPES-COTE D'AZUR,EUROPE ECOLOGIE PROVENCE ALPES COTE D'AZUR,PROVENCE-ALPES-COTE D'AZUR,ECO,VICHNIEVSKY,159425,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EUROPE ECOLOGIE REGION AQUITAINE AVEC DANIEL COHN-BENDIT, EVA JOLY, JOSE BOVE ET CECILE DUFLOT (EUROPE ECOLOGIE)///AQUITAINE","EUROPE ECOLOGIE REGION AQUITAINE AVEC DANIEL COHN-BENDIT, EVA JOLY, JOSE BOVE ET CECILE DUFLOT (EUROPE ECOLOGIE)",AQUITAINE,ECO,DE MARCO,102210,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EUROPE ECOLOGIE REGION CENTRE///CENTRE,EUROPE ECOLOGIE REGION CENTRE,CENTRE,ECO,DELAVERGNE,91389,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EUROPE ECOLOGIE REGION ILE-DE-FRANCE, AVEC DANIEL COHN-BENDIT, EVA JOLY///ILE-DE-FRANCE","EUROPE ECOLOGIE REGION ILE-DE-FRANCE, AVEC DANIEL COHN-BENDIT, EVA JOLY",ILE-DE-FRANCE,ECO,DUFLOT,474486,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EUROPE ECOLOGIE REGION LIMOUSIN///LIMOUSIN,EUROPE ECOLOGIE REGION LIMOUSIN,LIMOUSIN,ECO,JEANNOT PAGES,27178,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EUROPE ECOLOGIE RHONE-ALPES AUTREMENT ET MAINTENANT///RHONE-ALPES,EUROPE ECOLOGIE RHONE-ALPES AUTREMENT ET MAINTENANT,RHONE-ALPES,ECO,MEIRIEU,304613,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EUROPE-ECOLOGIE AUVERGNE///AUVERGNE,EUROPE-ECOLOGIE AUVERGNE,AUVERGNE,ECO,BOUCHARDY,51092,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EUSKADI EUROPAN (LISTE REGIONALISTE)///AQUITAINE,EUSKADI EUROPAN (LISTE REGIONALISTE),AQUITAINE,DIV,TELLECHEA,7068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
