id,liste,region,nuance,candidat,voix_tour_1,contient_nom_candidat,!,Action,Alliance,Anticapitaliste,Centre,Changement,Conduite,Construire,Demain,Droite,Ecologie,Ensemble,Europe,Force,France,Front,Gauche,Independant,Juste,Lutte,Moderne,National,Nouveau,Oser,Ouvriere,PC,Progres,PS,Rassemblement,Solidaire,Soutenue,Tete,Tous,UMP,Union,Extreme
EUSKAL HERRI BAI (TETE DE LISTE REGIONALISTE ET DIVERS GAUCHE)///AQUITAINE,EUSKAL HERRI BAI (TETE DE LISTE REGIONALISTE ET DIVERS GAUCHE),AQUITAINE,DIV,LARRALDE,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FN FIAMMA CORSA (FRONT NATIONAL)///CORSE,FN FIAMMA CORSA (FRONT NATIONAL),CORSE,FN,CARDI,5438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORCE PICARDE RASSEMBLEMENT CENTRISTE ET ECOLOGISTE LISTE SOUTENUE PAR FRANCOIS BAYROU (MODEM)///PICARDIE,FORCE PICARDE RASSEMBLEMENT CENTRISTE ET ECOLOGISTE LISTE SOUTENUE PAR FRANCOIS BAYROU (MODEM),PICARDIE,MODEM,MATHIEU,21486,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
FORCES AQUITAINE (MODEM)///AQUITAINE,FORCES AQUITAINE (MODEM),AQUITAINE,MODEM,LASSALLE,112737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORCES DEMOCRATIQUES DE GUYANE CONSTRUISONS LE PROGRES///GUYANE,FORCES DEMOCRATIQUES DE GUYANE CONSTRUISONS LE PROGRES,GUYANE,DVG,HORTH,1443,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"FRONT DE GAUCHE - ENSEMBLE POUR UNE AQUITAINE A GAUCHE, SOLIDAIRE, ECOLOGIQUE ET CITOYENNE (TETE DE LISTE PARTI DE GAUCHE, LISTE PC, PARTI DE GAUCHE)///AQUITAINE","FRONT DE GAUCHE - ENSEMBLE POUR UNE AQUITAINE A GAUCHE, SOLIDAIRE, ECOLOGIQUE ET CITOYENNE (TETE DE LISTE PARTI DE GAUCHE, LISTE PC, PARTI DE GAUCHE)",AQUITAINE,COM,BOULANGER,64370,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"FRONT DE GAUCHE : ENSEMBLE POUR UNE REGION A GAUCHE, SOLIDAIRE, ECOLOGIQUE ET CITOYENNE (TETE DE LISTE PC, LISTE FRONT DE GAUCHE, DIVERS ECOLOGISTES)///CENTRE","FRONT DE GAUCHE : ENSEMBLE POUR UNE REGION A GAUCHE, SOLIDAIRE, ECOLOGIQUE ET CITOYENNE (TETE DE LISTE PC, LISTE FRONT DE GAUCHE, DIVERS ECOLOGISTES)",CENTRE,COM,BEAUFILS,59050,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"FRONT DE GAUCHE POUR CHANGER EN CORSE (TETE DE LISTE PC, LISTE PC, PARTI DE GAUCHE, DIVERS EXTREME GAUCHE)///CORSE","FRONT DE GAUCHE POUR CHANGER EN CORSE (TETE DE LISTE PC, LISTE PC, PARTI DE GAUCHE, DIVERS EXTREME GAUCHE)",CORSE,COM,BUCCHINI,13108,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
"FRONT DE GAUCHE, ENSEMBLE (TETE DE LISTE PC, LISTE PC, PARTI DE GAUCHE)///PROVENCE-ALPES-COTE D'AZUR","FRONT DE GAUCHE, ENSEMBLE (TETE DE LISTE PC, LISTE PC, PARTI DE GAUCHE)",PROVENCE-ALPES-COTE D'AZUR,COM,COPPOLA,89256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
FRONT LORRAIN DE GAUCHE///LORRAINE,FRONT LORRAIN DE GAUCHE,LORRAINE,DVG,LECLERCQ,19093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRONT NATIONAL - LES FRANCAIS D'ABORD///CENTRE,FRONT NATIONAL - LES FRANCAIS D'ABORD,CENTRE,FN,LOISEAU,87864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRONT NATIONAL DEFENDONS NOS COULEURS EN AQUITAINE AVEC JACQUES COLOMBIER///AQUITAINE,FRONT NATIONAL DEFENDONS NOS COULEURS EN AQUITAINE AVEC JACQUES COLOMBIER,AQUITAINE,FN,COLOMBIER,89378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRONT NATIONAL LES FRANCAIS D'ABORD///BOURGOGNE,FRONT NATIONAL LES FRANCAIS D'ABORD,BOURGOGNE,FN,FERRAND,62147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRONT NATIONAL LES FRANCAIS D'ABORD///POITOU-CHARENTES,FRONT NATIONAL LES FRANCAIS D'ABORD,POITOU-CHARENTES,FN,DE LACOSTE LAREYMONDIE,47736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRONT NATIONAL PAYS DE LA LOIRE///PAYS DE LA LOIRE,FRONT NATIONAL PAYS DE LA LOIRE,PAYS DE LA LOIRE,FN,NEVEUX,81072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRONT NATIONAL POUR L'AUVERGNE !///AUVERGNE,FRONT NATIONAL POUR L'AUVERGNE !,AUVERGNE,FN,FAUROT,40098,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRONT NATIONAL POUR LA FRANCHE-COMTE, LES FRANCAIS D'ABORD !///FRANCHE-COMTE","FRONT NATIONAL POUR LA FRANCHE-COMTE, LES FRANCAIS D'ABORD !",FRANCHE-COMTE,FN,MONTEL,52440,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRONT NATIONAL POUR LE LANGUEDOC-ROUSSILLON LISTE PRESENTEE PAR JEAN-MARIE LE PEN///LANGUEDOC-ROUSSILLON,FRONT NATIONAL POUR LE LANGUEDOC-ROUSSILLON LISTE PRESENTEE PAR JEAN-MARIE LE PEN,LANGUEDOC-ROUSSILLON,FN,JAMET,112652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRONT NATIONAL POUR LE LIMOUSIN///LIMOUSIN,FRONT NATIONAL POUR LE LIMOUSIN,LIMOUSIN,FN,DACCORD-GAUTHIER,21648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRONT NATIONAL POUR RHONE-ALPES ET NOS PROVINCES///RHONE-ALPES,FRONT NATIONAL POUR RHONE-ALPES ET NOS PROVINCES,RHONE-ALPES,FN,GOLLNISCH,239330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUADELOUPE DEMAIN (TETE DE LISTE DIVERS GAUCHE, LISTE DIVERS GAUCHE ET MOUVEMENTS ASSOCIATIFS)///GUADELOUPE","GUADELOUPE DEMAIN (TETE DE LISTE DIVERS GAUCHE, LISTE DIVERS GAUCHE ET MOUVEMENTS ASSOCIATIFS)",GUADELOUPE,DVG,LESUEUR,1377,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"GUYANE 73 (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE)///GUYANE","GUYANE 73 (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE)",GUYANE,UMP,ALEXANDRE,12201,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
"GUYANE ECOLOGIE (TETE DE LISTE ECOLOGISTE, LISTE DIVERS ECOLOGISTES)///GUYANE","GUYANE ECOLOGIE (TETE DE LISTE ECOLOGISTE, LISTE DIVERS ECOLOGISTES)",GUYANE,ECO,GAILLOU,1582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GUYANE ESPERANCE///GUYANE,GUYANE ESPERANCE,GUYANE,DIV,FOSSE,725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HAUTE NORMANDIE DEMOCRATE, LISTE SOUTENUE PAR FRANCOIS BAYROU (MODEM)///HAUTE-NORMANDIE","HAUTE NORMANDIE DEMOCRATE, LISTE SOUTENUE PAR FRANCOIS BAYROU (MODEM)",HAUTE-NORMANDIE,MODEM,JEANNE,16460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"HERVE NOVELLI: IL FAUT CHANGER POUR MIEUX VIVRE EN REGION CENTRE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE)///CENTRE","HERVE NOVELLI: IL FAUT CHANGER POUR MIEUX VIVRE EN REGION CENTRE (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE)",CENTRE,UMP,NOVELLI,227408,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
"JACQUES BOMPARD, LIGUE DU SUD, IDENTITE, SECURITE, EFFICACITE, LOCALISME (TETE DE LISTE FRONT NATIONAL DISSIDENT, LISTE DIVERS EXTREME DROITE)///PROVENCE-ALPES-COTE D'AZUR","JACQUES BOMPARD, LIGUE DU SUD, IDENTITE, SECURITE, EFFICACITE, LOCALISME (TETE DE LISTE FRONT NATIONAL DISSIDENT, LISTE DIVERS EXTREME DROITE)",PROVENCE-ALPES-COTE D'AZUR,EXD,BOMPARD,38669,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
JEAN TOMA (MODEM)///CORSE,JEAN TOMA (MODEM),CORSE,MODEM,TOMA,5554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L'AMBITION PARTAGEE, LISTE CONDUITE PAR PASCAL MONIER ET SOUTENUE PAR FRANCOIS BAYROU (MODEM)///POITOU-CHARENTES","L'AMBITION PARTAGEE, LISTE CONDUITE PAR PASCAL MONIER ET SOUTENUE PAR FRANCOIS BAYROU (MODEM)",POITOU-CHARENTES,MODEM,MONIER,26985,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"L'AUTRE GAUCHE EN BOURGOGNE SOUTENUE PAR LE NPA, LE PG, LA FASE ET COMMUNISTES DE BOURGOGNE (TETE DE LISTE NOUVEAU PARTI ANTICAPITALISTE, LISTE NPA, PARTI DE GAUCHE ET PC)///BOURGOGNE","L'AUTRE GAUCHE EN BOURGOGNE SOUTENUE PAR LE NPA, LE PG, LA FASE ET COMMUNISTES DE BOURGOGNE (TETE DE LISTE NOUVEAU PARTI ANTICAPITALISTE, LISTE NPA, PARTI DE GAUCHE ET PC)",BOURGOGNE,EXG,FAYE-PASTOR,22290,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
"L'AUVERGNE JUSTE ET SOLIDAIRE (TETE DE LISTE PS, LISTE PS, DIVERS GAUCHE)///AUVERGNE","L'AUVERGNE JUSTE ET SOLIDAIRE (TETE DE LISTE PS, LISTE PS, DIVERS GAUCHE)",AUVERGNE,SOC,SOUCHON,133923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"L'HUMAIN AVANT TOUT (TETE DE LISTE PC, LISTE PC, PARTI DE GAUCHE)///AUVERGNE","L'HUMAIN AVANT TOUT (TETE DE LISTE PC, LISTE PC, PARTI DE GAUCHE)",AUVERGNE,COM,CHASSAIGNE,68050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"L'HUMAIN D'ABORD ! UNE GAUCHE COMBATIVE, SOCIALE, ECOLOGISTE ET CITOYENNE POUR MA REGION. ENSEMBLE AVEC ALAIN BOCQUET. LISTE D'UNION PRESENTEE PAR LE PARTI COMMUNISTE FRANCAIS, LE PARTI DE GAUCHE, LA GAUCHE UNITAIRE, LES ALTERNATIFS, LA GAUCHE ALTERNATI (TETE DE LISTE PC, LISTE PARTI DE GAUCHE, PC)///NORD-PAS-DE-CALAIS","L'HUMAIN D'ABORD ! UNE GAUCHE COMBATIVE, SOCIALE, ECOLOGISTE ET CITOYENNE POUR MA REGION. ENSEMBLE AVEC ALAIN BOCQUET. LISTE D'UNION PRESENTEE PAR LE PARTI COMMUNISTE FRANCAIS, LE PARTI DE GAUCHE, LA GAUCHE UNITAIRE, LES ALTERNATIFS, LA GAUCHE ALTERNATI (TETE DE LISTE PC, LISTE PARTI DE GAUCHE, PC)",NORD-PAS-DE-CALAIS,COM,BOCQUET,130993,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"LA BOURGOGNE POUR TOUS, UN AVENIR POUR CHACUN. RASSEMBLEMENT DE LA GAUCHE POUR UNE BOURGOGNE INNOVANTE ET ENTREPRENANTE, SOLIDAIRE ET ECOLOGIQUE, PRESENTE PAR LE PARTI SOCIALISTE, LE PARTI RADICAL DE GAUCHE, LE PARTI COMMUNISTE (TETE DE LISTE PS, LISTE PS, PC, DIVERS GAUCHE)///BOURGOGNE","LA BOURGOGNE POUR TOUS, UN AVENIR POUR CHACUN. RASSEMBLEMENT DE LA GAUCHE POUR UNE BOURGOGNE INNOVANTE ET ENTREPRENANTE, SOLIDAIRE ET ECOLOGIQUE, PRESENTE PAR LE PARTI SOCIALISTE, LE PARTI RADICAL DE GAUCHE, LE PARTI COMMUNISTE (TETE DE LISTE PS, LISTE PS, PC, DIVERS GAUCHE)",BOURGOGNE,SOC-COM-autreG,PATRIAT,187345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0
"LA BRETAGNE SOLIDAIRE, CREATIVE ET RESPONSABLE AVEC JEAN-YVES LE DRIAN (TETE DE LISTE PS, LISTE PS, PC, DIVERS GAUCHE)///BRETAGNE","LA BRETAGNE SOLIDAIRE, CREATIVE ET RESPONSABLE AVEC JEAN-YVES LE DRIAN (TETE DE LISTE PS, LISTE PS, PC, DIVERS GAUCHE)",BRETAGNE,SOC-COM-autreG,LE DRIAN,408554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
"LA FRANCE CHANGE, LE LIMOUSIN DOIT CHANGER AUSSI (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE)///LIMOUSIN","LA FRANCE CHANGE, LE LIMOUSIN DOIT CHANGER AUSSI (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE)",LIMOUSIN,UMP,ARCHER,67427,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
"LA FRANCE CHANGE, MA REGION DOIT CHANGER AUSSI (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, MOUVEMENT POUR LA FRANCE, CPNT)///PROVENCE-ALPES-COTE D'AZUR","LA FRANCE CHANGE, MA REGION DOIT CHANGER AUSSI (TETE DE LISTE UMP, LISTE UMP, NOUVEAU CENTRE, MOUVEMENT POUR LA FRANCE, CPNT)",PROVENCE-ALPES-COTE D'AZUR,UMP,MARIANI,388357,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
"LA GAUCHE 100% SOCIALE ET ECOLOGIQUE, NPA, ALTEREKOLO ET LES OBJECTEURS DE CROISSANCE SOUTENUE PAR OLIVIER BESANCENOT ET LA FEDERATION POUR UNE ALTERNATIVE SOCIALE ET ECOLOGIQUE (NOUVEAU PARTI ANTICAPITALISTE)///AUVERGNE","LA GAUCHE 100% SOCIALE ET ECOLOGIQUE, NPA, ALTEREKOLO ET LES OBJECTEURS DE CROISSANCE SOUTENUE PAR OLIVIER BESANCENOT ET LA FEDERATION POUR UNE ALTERNATIVE SOCIALE ET ECOLOGIQUE (NOUVEAU PARTI ANTICAPITALISTE)",AUVERGNE,EXG,LAFFONT,20031,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
LA GAUCHE 100% SOCIALE ET ECOLOGISTE SOUTENUE PAR OLIVIER BESANCENOT (NOUVEAU PARTI ANTICAPITALISTE)///PROVENCE-ALPES-COTE D'AZUR,LA GAUCHE 100% SOCIALE ET ECOLOGISTE SOUTENUE PAR OLIVIER BESANCENOT (NOUVEAU PARTI ANTICAPITALISTE),PROVENCE-ALPES-COTE D'AZUR,EXG,GODARD,30814,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"LA GAUCHE AVEC JEAN-PIERRE MASSERET : LA VIE, LE COEUR, L'ACTION - RADICALEMENT LORRAIN (TETE DE LISTE PS, LISTE PS, PC)///LORRAINE","LA GAUCHE AVEC JEAN-PIERRE MASSERET : LA VIE, LE COEUR, L'ACTION - RADICALEMENT LORRAIN (TETE DE LISTE PS, LISTE PS, PC)",LORRAINE,SOC-COM-autreG,MASSERET,227062,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
"LA GAUCHE COMBATIVE. LISTE PRESENTEE PAR LE FRONT DE GAUCHE - PARTI COMMUNISTE FRANCAIS - PARTI DE GAUCHE - GAUCHE UNITAIRE - REPUBLIQUE ET SOCIALISME (TETE DE LISTE PC, LISTE PC, PARTI DE GAUCHE, GAUCHE UNITAIRE)///HAUTE-NORMANDIE","LA GAUCHE COMBATIVE. LISTE PRESENTEE PAR LE FRONT DE GAUCHE - PARTI COMMUNISTE FRANCAIS - PARTI DE GAUCHE - GAUCHE UNITAIRE - REPUBLIQUE ET SOCIALISME (TETE DE LISTE PC, LISTE PC, PARTI DE GAUCHE, GAUCHE UNITAIRE)",HAUTE-NORMANDIE,COM,JUMEL,47961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"LA GAUCHE EN ACTION, LISTE DE RASSEMBLEMENT DE LA GAUCHE ET DES ECOLOGISTES CONDUITE PAR JACQUES AUXIETTE (TETE DE LISTE PS, LISTE PS, AUTRE GAUCHE)///PAYS DE LA LOIRE","LA GAUCHE EN ACTION, LISTE DE RASSEMBLEMENT DE LA GAUCHE ET DES ECOLOGISTES CONDUITE PAR JACQUES AUXIETTE (TETE DE LISTE PS, LISTE PS, AUTRE GAUCHE)",PAYS DE LA LOIRE,SOC-autreG,AUXIETTE,405103,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
"LA GAUCHE SOLIDAIRE, INNOVANTE ET ECOLOGIQUE (TETE DE LISTE PS, LISTE PS, PC, AUTRE GAUCHE)///BASSE-NORMANDIE","LA GAUCHE SOLIDAIRE, INNOVANTE ET ECOLOGIQUE (TETE DE LISTE PS, LISTE PS, PC, AUTRE GAUCHE)",BASSE-NORMANDIE,SOC-COM-autreG,BEAUVAIS,156959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
"LA LIGUE COMTOISE, NON AUX MINARETS !///FRANCHE-COMTE","LA LIGUE COMTOISE, NON AUX MINARETS !",FRANCHE-COMTE,EXD,DEVILLERS,9820,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA LIGUE DU MIDI///LANGUEDOC-ROUSSILLON,LA LIGUE DU MIDI,LANGUEDOC-ROUSSILLON,EXD,ROUDIER,6086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA LISTE CH'TI///NORD-PAS-DE-CALAIS,LA LISTE CH'TI,NORD-PAS-DE-CALAIS,DVD,DUBOUT,37050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA LISTE CHRETIENNE///ILE-DE-FRANCE,LA LISTE CHRETIENNE,ILE-DE-FRANCE,DIV,DE BOER,21399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA LORRAINE DE TOUTES NOS FORCES (MODEM)///LORRAINE,LA LORRAINE DE TOUTES NOS FORCES (MODEM),LORRAINE,MODEM,BELLEI,20901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LA LORRAINE DES GENERATIONS SOLIDAIRES (TETE DE LISTE ECOLOGISTE, LISTE DIVERS ECOLOGISTES)///LORRAINE","LA LORRAINE DES GENERATIONS SOLIDAIRES (TETE DE LISTE ECOLOGISTE, LISTE DIVERS ECOLOGISTES)",LORRAINE,ECO,LEFEUVRE,447,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
LA MARTINIQUE POUR TOUS///MARTINIQUE,LA MARTINIQUE POUR TOUS,MARTINIQUE,DIV,LORDINOT,2448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LA NORMANDIE DE TOUTES NOS FORCES///BASSE-NORMANDIE,LA NORMANDIE DE TOUTES NOS FORCES,BASSE-NORMANDIE,MODEM,THOMAS,42932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LA REGION AUTREMENT (TETE DE LISTE DIVERS GAUCHE, LISTE REGIONALISTES, DIVERS GAUCHE)///GUADELOUPE","LA REGION AUTREMENT (TETE DE LISTE DIVERS GAUCHE, LISTE REGIONALISTES, DIVERS GAUCHE)",GUADELOUPE,DVG,JALTON,17175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"LA REGION CENTRE: PLUS QU'UNE REGION, UNE CHANCE! (TETE DE LISTE PS, LISTE PS ET PC)///CENTRE","LA REGION CENTRE: PLUS QU'UNE REGION, UNE CHANCE! (TETE DE LISTE PS, LISTE PS ET PC)",CENTRE,SOC-COM-autreG,BONNEAU,221199,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
LA VOIX LORRAINE///LORRAINE,LA VOIX LORRAINE,LORRAINE,DIV,VILLA,2110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LE CHANGEMENT CONDUITE PAR M. ERIC MAGAMOOTOO///REUNION,LE CHANGEMENT CONDUITE PAR M. ERIC MAGAMOOTOO,REUNION,DVD,MAGAMOOTOO,11809,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LE RENOUVEAU POUR LA REGION GUYANE QU'ON AIME (TETE DE LISTE SOCIALISTE, LISTE SOCIALISTE, AUTRE GAUCHE)///GUYANE","LE RENOUVEAU POUR LA REGION GUYANE QU'ON AIME (TETE DE LISTE SOCIALISTE, LISTE SOCIALISTE, AUTRE GAUCHE)",GUYANE,SOC,JEAN-BAPTISTE-EDOUARD,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
LIMOUSIN DEMOCRATE///LIMOUSIN,LIMOUSIN DEMOCRATE,LIMOUSIN,MODEM,BELEZY,9950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LIMOUSIN TERRE D'AVENIR (TETE DE LISTE PS, LISTE PS, DIVERS GAUCHE)///LIMOUSIN","LIMOUSIN TERRE D'AVENIR (TETE DE LISTE PS, LISTE PS, DIVERS GAUCHE)",LIMOUSIN,SOC-autreG,DENANOT,106203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"LIMOUSIN TERRE DE GAUCHE UNIS POUR LA JUSTICE SOCIALE, L'ECOLOGIE ET LA DEMOCRATIE (TETE DE LISTE PC, LISTE PC, PARTI DE GAUCHE, NOUVEAU PARTI ANTICAPITALISTE)///LIMOUSIN","LIMOUSIN TERRE DE GAUCHE UNIS POUR LA JUSTICE SOCIALE, L'ECOLOGIE ET LA DEMOCRATIE (TETE DE LISTE PC, LISTE PC, PARTI DE GAUCHE, NOUVEAU PARTI ANTICAPITALISTE)",LIMOUSIN,COM,AUDOUIN,36634,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
